TagID,Count,LogID
6,2,7191825292209639424
2,4,7191825292209639424
4,2,7191825348086157312
5,5,7191825348086157312
6,2,7191825348086157312
2,4,7191825348086157312
1,2,7191825348086157312
3,5,7191825348086157312
5,6,7191825409364938752
1,4,7191825409364938752
6,5,7191825409364938752
3,8,7191825409364938752
4,4,7191825409364938752
2,2,7191825409364938752
3,9,7191825466512330752
5,10,7191825466512330752
2,7,7191825466512330752
1,5,7191825466512330752
6,2,7191825466512330752
4,3,7191825466512330752
1,2,7191825519918403584
3,7,7191825519918403584
5,8,7191825519918403584
2,2,7191825519918403584
6,5,7191825519918403584
4,1,7191825519918403584
3,7,7191825574880563200
6,6,7191825574880563200
2,2,7191825574880563200
1,4,7191825574880563200
5,7,7191825574880563200
1,3,7191825631700799488
5,8,7191825631700799488
6,3,7191825631700799488
3,6,7191825631700799488
2,4,7191825631700799488
4,1,7191825631700799488
3,9,7191825687401156608
5,11,7191825687401156608
4,3,7191825687401156608
2,4,7191825687401156608
6,3,7191825687401156608
1,1,7191825687401156608
5,6,7191825742468173824
3,8,7191825742468173824
6,5,7191825742468173824
1,3,7191825742468173824
2,1,7191825742468173824
4,1,7191825742468173824
1,2,7191825797472276480
3,10,7191825797472276480
5,7,7191825797472276480
6,3,7191825797472276480
4,2,7191825797472276480
2,2,7191825797472276480
6,6,7191825850924486656
2,2,7191825850924486656
1,2,7191825850924486656
3,9,7191825850924486656
5,8,7191825850924486656
4,2,7191825850924486656
3,8,7191825908617138176
5,7,7191825908617138176
2,1,7191825908617138176
6,4,7191825908617138176
1,2,7191825908617138176
4,3,7191825908617138176
3,8,7191825962593636352
4,2,7191825962593636352
5,4,7191825962593636352
2,6,7191825962593636352
1,3,7191825962593636352
6,2,7191825962593636352
3,8,7191826015446061056
5,6,7191826015446061056
6,5,7191826015446061056
1,2,7191826015446061056
4,3,7191826015446061056
2,3,7191826015446061056
1,4,7191826077706309632
3,5,7191826077706309632
4,1,7191826077706309632
5,9,7191826077706309632
6,5,7191826077706309632
2,1,7191826077706309632
3,10,7191826136359456768
5,7,7191826136359456768
2,2,7191826136359456768
1,3,7191826136359456768
6,4,7191826136359456768
3,8,7191826195926962176
5,10,7191826195926962176
2,1,7191826195926962176
6,6,7191826195926962176
1,5,7191826195926962176
4,4,7191826195926962176
3,6,7191826254135513088
5,7,7191826254135513088
2,2,7191826254135513088
6,5,7191826254135513088
4,1,7191826254135513088
1,3,7191826313619132416
3,8,7191826313619132416
5,9,7191826313619132416
6,6,7191826313619132416
2,4,7191826313619132416
2,4,7191826371907375104
5,10,7191826371907375104
3,5,7191826371907375104
4,2,7191826371907375104
6,4,7191826371907375104
1,3,7191826371907375104
3,6,7191826430967369728
5,6,7191826430967369728
6,4,7191826430967369728
2,1,7191826430967369728
1,1,7191826430967369728
5,11,7191826488416751616
2,2,7191826488416751616
6,5,7191826488416751616
3,8,7191826488416751616
1,3,7191826488416751616
4,2,7191826488416751616
3,8,7191826543831896064
4,6,7191826543831896064
5,7,7191826543831896064
6,2,7191826543831896064
2,5,7191826543831896064
1,4,7191826543831896064
3,9,7191826597724508160
2,5,7191826597724508160
4,5,7191826597724508160
1,5,7191826597724508160
5,7,7191826597724508160
6,3,7191826597724508160
3,8,7191826652904771584
5,10,7191826652904771584
2,6,7191826652904771584
1,2,7191826652904771584
6,5,7191826652904771584
4,3,7191826652904771584
1,4,7191826707606884352
3,7,7191826707606884352
5,7,7191826707606884352
6,4,7191826707606884352
4,2,7191826707606884352
2,1,7191826707606884352
1,6,7191826766146785280
5,7,7191826766146785280
3,4,7191826766146785280
6,3,7191826766146785280
2,1,7191826766146785280
1,3,7191826824397279232
3,7,7191826824397279232
5,7,7191826824397279232
2,2,7191826824397279232
4,2,7191826824397279232
6,4,7191826824397279232
1,3,7191826878575104000
3,9,7191826878575104000
5,9,7191826878575104000
4,2,7191826878575104000
6,4,7191826878575104000
2,3,7191826878575104000
1,4,7191826938511708160
3,8,7191826938511708160
5,9,7191826938511708160
2,2,7191826938511708160
4,2,7191826938511708160
6,2,7191826938511708160
4,2,7191826996544098304
5,9,7191826996544098304
6,4,7191826996544098304
2,5,7191826996544098304
1,4,7191826996544098304
3,7,7191826996544098304
4,2,7191827055516012544
5,8,7191827055516012544
3,7,7191827055516012544
2,1,7191827055516012544
1,4,7191827055516012544
6,5,7191827055516012544
4,2,7191827116966760448
5,10,7191827116966760448
3,11,7191827116966760448
2,3,7191827116966760448
6,2,7191827116966760448
1,1,7191827116966760448
1,4,7191827176223887360
3,8,7191827176223887360
2,2,7191827176223887360
5,8,7191827176223887360
6,1,7191827176223887360
4,1,7191827176223887360
5,5,7191827231462871040
3,8,7191827231462871040
6,2,7191827231462871040
4,1,7191827231462871040
1,1,7191827231462871040
2,1,7191827231462871040
1,4,7191827294079635456
3,10,7191827294079635456
6,6,7191827294079635456
5,4,7191827294079635456
4,2,7191827294079635456
2,4,7191827294079635456
1,4,7191827351549988864
3,4,7191827351549988864
2,3,7191827351549988864
5,5,7191827351549988864
6,3,7191827351549988864
4,1,7191827351549988864
5,8,7191827409662070784
1,4,7191827409662070784
3,7,7191827409662070784
4,2,7191827409662070784
6,3,7191827409662070784
2,1,7191827409662070784
6,3,7191827465857355776
2,5,7191827465857355776
1,2,7191827465857355776
3,4,7191827465857355776
5,6,7191827465857355776
4,3,7191827465857355776
3,4,7191827520710463488
4,3,7191827520710463488
5,5,7191827520710463488
6,4,7191827520710463488
2,1,7191827520710463488
1,1,7191827520710463488
5,6,7191827584832983040
4,3,7191827584832983040
6,4,7191827584832983040
1,2,7191827584832983040
3,7,7191827584832983040
1,2,7191827642500468736
3,9,7191827642500468736
5,5,7191827642500468736
4,2,7191827642500468736
6,4,7191827642500468736
1,2,7191827698129522688
3,10,7191827698129522688
6,3,7191827698129522688
4,4,7191827698129522688
5,8,7191827698129522688
2,2,7191827698129522688
1,3,7191827755461464064
6,3,7191827755461464064
2,3,7191827755461464064
3,5,7191827755461464064
5,5,7191827755461464064
4,2,7191827755461464064
3,8,7191827816937377792
4,3,7191827816937377792
6,2,7191827816937377792
2,2,7191827816937377792
5,6,7191827816937377792
1,2,7191827816937377792
3,7,7191827879499616256
2,4,7191827879499616256
5,8,7191827879499616256
6,6,7191827879499616256
4,1,7191827879499616256
1,1,7191827879499616256
3,6,7191827937745915904
6,5,7191827937745915904
5,6,7191827937745915904
2,3,7191827937745915904
1,3,7191827937745915904
5,6,7191827995237240832
6,3,7191827995237240832
3,9,7191827995237240832
4,3,7191827995237240832
2,1,7191827995237240832
1,2,7191827995237240832
5,5,7191828054632779776
2,1,7191828054632779776
6,1,7191828054632779776
3,7,7191828054632779776
1,2,7191828054632779776
4,2,7191828054632779776
5,5,7191828116150636544
3,6,7191828116150636544
6,2,7191828116150636544
4,2,7191828116150636544
2,1,7191828116150636544
3,5,7191828172027154432
5,8,7191828172027154432
6,3,7191828172027154432
2,3,7191828172027154432
1,2,7191828172027154432
4,2,7191828172027154432
3,5,7191828230340562944
2,3,7191828230340562944
1,3,7191828230340562944
5,7,7191828230340562944
6,5,7191828230340562944
4,2,7191828230340562944
3,8,7191828290088423424
5,5,7191828290088423424
6,4,7191828290088423424
1,2,7191828290088423424
4,4,7191828290088423424
2,2,7191828290088423424
3,7,7191828347642662912
6,4,7191828347642662912
5,7,7191828347642662912
4,1,7191828347642662912
1,3,7191828347642662912
5,8,7191828403473043456
6,5,7191828403473043456
4,3,7191828403473043456
3,4,7191828403473043456
2,1,7191828403473043456
1,1,7191828403473043456
2,5,7191828460695932928
5,2,7191828460695932928
6,3,7191828460695932928
3,5,7191828460695932928
4,2,7191828460695932928
1,2,7191828460695932928
3,7,7191828514836008960
4,4,7191828514836008960
5,5,7191828514836008960
6,3,7191828514836008960
2,4,7191828514836008960
1,1,7191828514836008960
1,2,7191828568980279296
3,5,7191828568980279296
4,3,7191828568980279296
5,7,7191828568980279296
6,5,7191828568980279296
2,1,7191828568980279296
3,8,7191828628002525184
5,5,7191828628002525184
4,2,7191828628002525184
2,2,7191828628002525184
6,1,7191828628002525184
1,1,7191828628002525184
3,9,7191828683048570880
6,2,7191828683048570880
1,3,7191828683048570880
5,5,7191828683048570880
4,3,7191828683048570880
3,8,7191828740795748352
5,6,7191828740795748352
6,2,7191828740795748352
4,3,7191828740795748352
2,1,7191828740795748352
1,1,7191828740795748352
3,5,7191828797943140352
2,1,7191828797943140352
1,1,7191828797943140352
5,3,7191828797943140352
6,2,7191828797943140352
4,1,7191828797943140352
3,5,7191828849826680832
5,4,7191828849826680832
4,2,7191828849826680832
6,1,7191828849826680832
1,2,7191828849826680832
2,1,7191828849826680832
3,10,7191828907393503232
5,7,7191828907393503232
6,1,7191828907393503232
1,1,7191828907393503232
6,6,7191828960795381760
3,9,7191828960795381760
4,3,7191828960795381760
5,6,7191828960795381760
1,4,7191828960795381760
2,1,7191828960795381760
4,4,7191829017946968064
3,7,7191829017946968064
6,5,7191829017946968064
2,4,7191829017946968064
1,2,7191829017946968064
5,4,7191829017946968064
3,8,7191829071952826368
4,3,7191829071952826368
5,5,7191829071952826368
6,4,7191829071952826368
1,6,7191829071952826368
2,1,7191829071952826368
3,7,7191829123114946560
5,5,7191829123114946560
6,5,7191829123114946560
1,2,7191829123114946560
4,2,7191829123114946560
2,1,7191829123114946560
3,4,7191829179448643584
5,4,7191829179448643584
6,4,7191829179448643584
2,4,7191829179448643584
4,4,7191829179448643584
3,7,7191829234201088000
5,3,7191829234201088000
2,5,7191829234201088000
4,2,7191829234201088000
6,4,7191829234201088000
1,1,7191829234201088000
3,6,7191829293256888320
6,2,7191829293256888320
4,1,7191829293256888320
5,7,7191829293256888320
1,1,7191829293256888320
2,1,7191829293256888320
3,9,7191829348084830208
5,6,7191829348084830208
2,4,7191829348084830208
4,5,7191829348084830208
1,2,7191829348084830208
6,2,7191829348084830208
3,4,7191829400391995392
4,4,7191829400391995392
1,3,7191829400391995392
6,4,7191829400391995392
5,5,7191829400391995392
3,7,7191829454100058112
2,4,7191829454100058112
4,3,7191829454100058112
5,4,7191829454100058112
1,4,7191829454100058112
6,1,7191829454100058112
4,3,7191829508659564544
6,5,7191829508659564544
5,5,7191829508659564544
2,4,7191829508659564544
1,2,7191829508659564544
3,5,7191829508659564544
3,6,7191829563881771008
4,4,7191829563881771008
5,5,7191829563881771008
1,6,7191829563881771008
2,2,7191829563881771008
6,5,7191829563881771008
3,6,7191829621763166208
5,9,7191829621763166208
1,3,7191829621763166208
4,5,7191829621763166208
2,3,7191829621763166208
6,3,7191829621763166208
1,5,7191829678403047424
3,8,7191829678403047424
2,3,7191829678403047424
5,6,7191829678403047424
6,3,7191829678403047424
4,2,7191829678403047424
3,7,7191829730529857536
4,2,7191829730529857536
5,9,7191829730529857536
2,3,7191829730529857536
1,5,7191829730529857536
6,6,7191829730529857536
1,3,7191829785173250048
4,5,7191829785173250048
3,5,7191829785173250048
5,5,7191829785173250048
6,5,7191829785173250048
2,2,7191829785173250048
3,8,7191829839892140032
2,3,7191829839892140032
5,8,7191829839892140032
4,1,7191829839892140032
1,5,7191829839892140032
6,3,7191829839892140032
1,4,7191829891867955200
5,5,7191829891867955200
3,5,7191829891867955200
4,3,7191829891867955200
6,5,7191829891867955200
2,3,7191829891867955200
3,2,7191829945886396416
5,4,7191829945886396416
6,5,7191829945886396416
1,2,7191829945886396416
4,2,7191829945886396416
2,3,7191829945886396416
5,7,7191830001930686464
2,4,7191830001930686464
3,6,7191830001930686464
1,5,7191830001930686464
6,4,7191830001930686464
3,9,7191830057467465728
4,5,7191830057467465728
5,9,7191830057467465728
6,3,7191830057467465728
2,3,7191830057467465728
1,4,7191830057467465728
1,4,7191830115738931200
6,6,7191830115738931200
2,5,7191830115738931200
3,5,7191830115738931200
5,6,7191830115738931200
4,2,7191830115738931200
1,6,7191830170940166144
3,11,7191830170940166144
5,5,7191830170940166144
4,4,7191830170940166144
6,4,7191830170940166144
2,3,7191830170940166144
1,6,7191830229589118976
3,8,7191830229589118976
2,5,7191830229589118976
4,2,7191830229589118976
5,7,7191830229589118976
6,5,7191830229589118976
3,6,7191830284874240000
5,7,7191830284874240000
6,3,7191830284874240000
1,1,7191830284874240000
4,4,7191830284874240000
2,3,7191830284874240000
3,7,7191830339320500224
5,5,7191830339320500224
1,3,7191830339320500224
6,3,7191830339320500224
2,6,7191830339320500224
4,1,7191830339320500224
1,4,7191830396685996032
5,4,7191830396685996032
3,7,7191830396685996032
2,4,7191830396685996032
6,4,7191830396685996032
4,2,7191830396685996032
3,10,7191830453241991168
2,3,7191830453241991168
5,6,7191830453241991168
6,5,7191830453241991168
4,2,7191830453241991168
1,4,7191830453241991168
1,4,7191830506811641856
5,8,7191830506811641856
2,4,7191830506811641856
3,7,7191830506811641856
4,3,7191830506811641856
6,3,7191830506811641856
5,6,7191830564420407296
3,8,7191830564420407296
6,3,7191830564420407296
4,1,7191830564420407296
1,2,7191830564420407296
2,1,7191830564420407296
3,8,7191830616299753472
5,7,7191830616299753472
6,3,7191830616299753472
4,3,7191830616299753472
2,3,7191830616299753472
5,5,7191830674298589184
3,10,7191830674298589184
6,5,7191830674298589184
2,3,7191830674298589184
1,4,7191830674298589184
4,3,7191830674298589184
5,8,7191830725343268864
1,3,7191830725343268864
3,6,7191830725343268864
6,3,7191830725343268864
4,1,7191830725343268864
2,2,7191830725343268864
1,4,7191830780347371520
3,10,7191830780347371520
2,3,7191830780347371520
6,6,7191830780347371520
5,8,7191830780347371520
4,1,7191830780347371520
3,6,7191830838505590784
5,8,7191830838505590784
6,3,7191830838505590784
2,3,7191830838505590784
4,5,7191830838505590784
1,2,7191830838505590784
1,5,7191830895158054912
3,7,7191830895158054912
5,5,7191830895158054912
2,3,7191830895158054912
6,3,7191830895158054912
4,1,7191830895158054912
1,5,7191830949054861312
4,3,7191830949054861312
2,3,7191830949054861312
6,3,7191830949054861312
3,4,7191830949054861312
5,6,7191830949054861312
5,6,7191831001756291072
6,5,7191831001756291072
3,10,7191831001756291072
1,3,7191831001756291072
4,4,7191831001756291072
2,1,7191831001756291072
3,10,7191831056261271552
5,7,7191831056261271552
1,2,7191831056261271552
6,1,7191831056261271552
3,8,7191831110967578624
6,1,7191831110967578624
5,6,7191831110967578624
1,3,7191831110967578624
2,1,7191831110967578624
4,1,7191831110967578624
1,4,7191831167322247168
3,7,7191831167322247168
6,6,7191831167322247168
5,6,7191831167322247168
4,3,7191831167322247168
2,3,7191831167322247168
5,5,7191831219591663616
3,4,7191831219591663616
2,1,7191831219591663616
4,6,7191831219591663616
6,4,7191831219591663616
1,5,7191831219591663616
3,10,7191831271852691456
4,4,7191831271852691456
2,2,7191831271852691456
5,7,7191831271852691456
6,5,7191831271852691456
1,4,7191831271852691456
3,6,7191831322415026176
6,3,7191831322415026176
5,3,7191831322415026176
4,1,7191831322415026176
1,2,7191831322415026176
2,1,7191831322415026176
3,6,7191831375338754048
4,2,7191831375338754048
1,3,7191831375338754048
5,4,7191831375338754048
6,2,7191831375338754048
2,2,7191831375338754048
3,6,7191831429562716160
4,4,7191831429562716160
1,5,7191831429562716160
5,5,7191831429562716160
6,4,7191831429562716160
2,1,7191831429562716160
1,3,7191831489973276672
3,5,7191831489973276672
5,5,7191831489973276672
6,5,7191831489973276672
4,4,7191831489973276672
2,5,7191831489973276672
1,4,7191831546755764224
3,8,7191831546755764224
2,5,7191831546755764224
5,5,7191831546755764224
4,1,7191831546755764224
1,3,7191831601550151680
3,8,7191831601550151680
5,6,7191831601550151680
6,2,7191831601550151680
4,1,7191831601550151680
2,1,7191831601550151680
1,3,7191831657997094912
3,9,7191831657997094912
6,6,7191831657997094912
4,4,7191831657997094912
5,6,7191831657997094912
2,3,7191831657997094912
3,9,7191831715429699584
5,5,7191831715429699584
6,7,7191831715429699584
1,3,7191831715429699584
2,4,7191831715429699584
4,3,7191831715429699584
1,5,7191831770945507328
3,9,7191831770945507328
5,7,7191831770945507328
6,4,7191831770945507328
2,1,7191831770945507328
4,4,7191831770945507328
5,4,7191831821126160384
1,3,7191831821126160384
3,7,7191831821126160384
4,5,7191831821126160384
6,3,7191831821126160384
2,2,7191831821126160384
3,7,7191831876226732032
2,3,7191831876226732032
1,2,7191831876226732032
4,2,7191831876226732032
5,7,7191831876226732032
6,3,7191831876226732032
1,3,7191831928949133312
3,7,7191831928949133312
6,5,7191831928949133312
5,4,7191831928949133312
4,4,7191831928949133312
2,5,7191831928949133312
3,7,7191831984985034752
4,2,7191831984985034752
5,5,7191831984985034752
2,3,7191831984985034752
6,3,7191831984985034752
1,3,7191831984985034752
3,7,7191832041868185600
5,7,7191832041868185600
2,5,7191832041868185600
1,4,7191832041868185600
6,3,7191832041868185600
4,2,7191832041868185600
3,9,7191832097203638272
6,8,7191832097203638272
4,4,7191832097203638272
5,6,7191832097203638272
2,1,7191832097203638272
1,2,7191832097203638272
3,10,7191832156158775296
5,4,7191832156158775296
1,4,7191832156158775296
4,2,7191832156158775296
2,4,7191832156158775296
6,4,7191832156158775296
5,5,7191832210168827904
2,6,7191832210168827904
1,2,7191832210168827904
3,6,7191832210168827904
4,4,7191832210168827904
6,5,7191832210168827904
3,12,7191832264099188736
4,5,7191832264099188736
2,5,7191832264099188736
6,4,7191832264099188736
5,6,7191832264099188736
1,4,7191832264099188736
3,10,7191832323368898560
4,3,7191832323368898560
5,6,7191832323368898560
6,5,7191832323368898560
1,3,7191832323368898560
2,3,7191832323368898560
3,7,7191832385754976256
5,6,7191832385754976256
6,8,7191832385754976256
2,1,7191832385754976256
4,3,7191832385754976256
1,3,7191832385754976256
2,2,7191832442709430272
1,4,7191832442709430272
3,5,7191832442709430272
5,4,7191832442709430272
4,3,7191832442709430272
6,3,7191832442709430272
3,6,7191832503447146496
5,9,7191832503447146496
6,4,7191832503447146496
2,2,7191832503447146496
4,2,7191832503447146496
1,1,7191832503447146496
3,8,7191832559936032768
6,3,7191832559936032768
1,4,7191832559936032768
4,2,7191832559936032768
5,4,7191832559936032768
2,4,7191832559936032768
1,5,7191832614407458816
3,7,7191832614407458816
4,3,7191832614407458816
6,5,7191832614407458816
2,3,7191832614407458816
5,5,7191832614407458816
3,10,7191832672716673024
4,6,7191832672716673024
1,6,7191832672716673024
6,4,7191832672716673024
2,2,7191832672716673024
5,5,7191832672716673024
3,10,7191832730988138496
6,4,7191832730988138496
5,7,7191832730988138496
2,2,7191832730988138496
1,3,7191832730988138496
4,1,7191832730988138496
3,9,7191832790010384384
5,7,7191832790010384384
2,2,7191832790010384384
6,5,7191832790010384384
1,2,7191832790010384384
4,2,7191832790010384384
3,8,7191832847103250432
5,8,7191832847103250432
6,4,7191832847103250432
1,4,7191832847103250432
2,1,7191832847103250432
4,3,7191832847103250432
1,4,7191832902182850560
5,8,7191832902182850560
2,4,7191832902182850560
3,7,7191832902182850560
4,2,7191832902182850560
6,2,7191832902182850560
4,3,7191832963042201600
1,2,7191832963042201600
5,8,7191832963042201600
2,4,7191832963042201600
3,5,7191832963042201600
6,4,7191832963042201600
3,8,7191833020676132864
5,8,7191833020676132864
6,8,7191833020676132864
2,5,7191833020676132864
1,6,7191833020676132864
4,2,7191833020676132864
3,11,7191833078746271744
5,8,7191833078746271744
6,6,7191833078746271744
2,4,7191833078746271744
1,3,7191833078746271744
4,3,7191833078746271744
3,8,7191833138796122112
5,7,7191833138796122112
6,3,7191833138796122112
2,4,7191833138796122112
4,3,7191833138796122112
1,1,7191833138796122112
5,9,7191833198820806656
6,3,7191833198820806656
3,10,7191833198820806656
4,2,7191833198820806656
2,3,7191833198820806656
1,2,7191833198820806656
5,9,7191833255527796736
6,4,7191833255527796736
3,9,7191833255527796736
2,4,7191833255527796736
4,1,7191833255527796736
1,3,7191833255527796736
3,5,7191833308417970176
4,2,7191833308417970176
5,8,7191833308417970176
6,3,7191833308417970176
2,4,7191833308417970176
1,4,7191833308417970176
3,7,7191833366416805888
5,9,7191833366416805888
2,3,7191833366416805888
6,3,7191833366416805888
1,1,7191833366416805888
4,1,7191833366416805888
6,8,7191833423522254848
3,9,7191833423522254848
4,2,7191833423522254848
5,10,7191833423522254848
2,1,7191833423522254848
1,1,7191833423522254848
1,3,7191833476794109952
5,8,7191833476794109952
6,4,7191833476794109952
2,3,7191833476794109952
3,7,7191833476794109952
4,2,7191833476794109952
3,8,7191833531177455616
2,4,7191833531177455616
4,2,7191833531177455616
6,6,7191833531177455616
1,2,7191833531177455616
5,5,7191833531177455616
3,8,7191833590040317952
1,3,7191833590040317952
4,3,7191833590040317952
6,2,7191833590040317952
5,5,7191833590040317952
2,2,7191833590040317952
3,9,7191833644759207936
1,6,7191833644759207936
4,4,7191833644759207936
2,6,7191833644759207936
5,7,7191833644759207936
6,5,7191833644759207936
1,7,7191833702581882880
5,8,7191833702581882880
3,8,7191833702581882880
2,4,7191833702581882880
6,5,7191833702581882880
4,2,7191833702581882880
1,5,7191833758122856448
3,7,7191833758122856448
5,9,7191833758122856448
2,3,7191833758122856448
6,4,7191833758122856448
4,2,7191833758122856448
3,6,7191833818269175808
5,7,7191833818269175808
6,7,7191833818269175808
2,5,7191833818269175808
4,2,7191833818269175808
1,1,7191833818269175808
5,11,7191833876578390016
6,5,7191833876578390016
1,4,7191833876578390016
3,11,7191833876578390016
2,2,7191833876578390016
4,1,7191833876578390016
4,5,7191833937240608768
3,10,7191833937240608768
2,5,7191833937240608768
5,7,7191833937240608768
1,4,7191833937240608768
6,3,7191833937240608768
3,11,7191833999857373184
1,4,7191833999857373184
5,8,7191833999857373184
4,1,7191833999857373184
6,4,7191833999857373184
2,2,7191833999857373184
3,10,7191834055150882816
5,9,7191834055150882816
2,4,7191834055150882816
1,4,7191834055150882816
4,2,7191834055150882816
6,4,7191834055150882816
3,9,7191834111073538048
5,7,7191834111073538048
6,6,7191834111073538048
4,3,7191834111073538048
2,5,7191834111073538048
1,5,7191834111073538048
1,7,7191834168464199680
3,7,7191834168464199680
5,9,7191834168464199680
2,5,7191834168464199680
6,5,7191834168464199680
4,1,7191834168464199680
3,9,7191834224248442880
4,2,7191834224248442880
5,6,7191834224248442880
6,6,7191834224248442880
1,3,7191834224248442880
2,1,7191834224248442880
1,6,7191834281647493120
3,11,7191834281647493120
6,8,7191834281647493120
5,8,7191834281647493120
2,4,7191834281647493120
4,3,7191834281647493120
3,8,7191834340376137728
4,3,7191834340376137728
1,7,7191834340376137728
5,9,7191834340376137728
6,4,7191834340376137728
2,1,7191834340376137728
5,6,7191834399192862720
6,5,7191834399192862720
3,5,7191834399192862720
4,2,7191834399192862720
1,4,7191834399192862720
2,3,7191834399192862720
3,7,7191834455140683776
6,4,7191834455140683776
5,4,7191834455140683776
4,2,7191834455140683776
