TagID,Count,LogID
2,3,7191834455140683776
1,1,7191834455140683776
5,8,7191834512791392256
1,6,7191834512791392256
3,9,7191834512791392256
6,6,7191834512791392256
2,5,7191834512791392256
4,2,7191834512791392256
3,10,7191834572086267904
5,10,7191834572086267904
1,3,7191834572086267904
6,6,7191834572086267904
2,2,7191834572086267904
4,1,7191834572086267904
1,6,7191834626171817984
3,10,7191834626171817984
6,6,7191834626171817984
2,3,7191834626171817984
5,6,7191834626171817984
4,2,7191834626171817984
5,13,7191834688788582400
2,3,7191834688788582400
1,7,7191834688788582400
6,5,7191834688788582400
3,6,7191834688788582400
4,2,7191834688788582400
3,9,7191834750637789184
5,9,7191834750637789184
1,4,7191834750637789184
2,4,7191834750637789184
4,4,7191834750637789184
6,5,7191834750637789184
5,8,7191834806526889984
6,4,7191834806526889984
1,4,7191834806526889984
3,9,7191834806526889984
4,2,7191834806526889984
2,5,7191834806526889984
1,5,7191834865935011840
3,6,7191834865935011840
6,8,7191834865935011840
2,6,7191834865935011840
4,2,7191834865935011840
5,7,7191834865935011840
3,10,7191834919534022656
5,7,7191834919534022656
6,3,7191834919534022656
1,4,7191834919534022656
2,2,7191834919534022656
1,6,7191834974076751872
3,9,7191834974076751872
5,6,7191834974076751872
2,5,7191834974076751872
6,8,7191834974076751872
1,5,7191835029991018496
3,8,7191835029991018496
5,7,7191835029991018496
6,8,7191835029991018496
4,2,7191835029991018496
2,4,7191835029991018496
3,9,7191835083590029312
1,7,7191835083590029312
6,5,7191835083590029312
5,6,7191835083590029312
2,3,7191835083590029312
1,3,7191835141739859968
5,8,7191835141739859968
3,8,7191835141739859968
6,6,7191835141739859968
2,2,7191835141739859968
1,7,7191835204243378176
3,10,7191835204243378176
5,11,7191835204243378176
6,4,7191835204243378176
4,2,7191835204243378176
2,2,7191835204243378176
1,3,7191835262867165184
3,8,7191835262867165184
5,10,7191835262867165184
6,6,7191835262867165184
4,3,7191835262867165184
2,5,7191835262867165184
3,10,7191835324485685248
5,10,7191835324485685248
2,3,7191835324485685248
4,2,7191835324485685248
1,5,7191835324485685248
6,3,7191835324485685248
5,6,7191835381620494336
6,7,7191835381620494336
1,3,7191835381620494336
3,11,7191835381620494336
2,2,7191835381620494336
4,2,7191835381620494336
3,10,7191835440965701632
2,4,7191835440965701632
6,2,7191835440965701632
1,2,7191835440965701632
4,3,7191835440965701632
5,5,7191835440965701632
3,10,7191835498662547456
4,2,7191835498662547456
5,11,7191835498662547456
1,4,7191835498662547456
6,5,7191835498662547456
2,2,7191835498662547456
3,8,7191835552899092480
5,8,7191835552899092480
6,6,7191835552899092480
2,2,7191835552899092480
1,4,7191835552899092480
4,1,7191835552899092480
3,8,7191835607534096384
5,7,7191835607534096384
2,4,7191835607534096384
6,3,7191835607534096384
1,3,7191835607534096384
4,2,7191835607534096384
3,11,7191835666669588480
5,9,7191835666669588480
6,5,7191835666669588480
1,6,7191835666669588480
4,1,7191835666669588480
2,3,7191835666669588480
3,8,7191835725184323584
5,10,7191835725184323584
1,5,7191835725184323584
6,6,7191835725184323584
4,3,7191835725184323584
2,2,7191835725184323584
3,11,7191835783602589696
5,7,7191835783602589696
2,3,7191835783602589696
6,4,7191835783602589696
4,1,7191835783602589696
1,3,7191835783602589696
3,9,7191835839068065792
5,11,7191835839068065792
6,6,7191835839068065792
1,6,7191835839068065792
4,3,7191835839068065792
2,3,7191835839068065792
1,3,7191835896450338816
3,7,7191835896450338816
5,7,7191835896450338816
6,5,7191835896450338816
2,3,7191835896450338816
3,8,7191835953421570048
4,3,7191835953421570048
5,8,7191835953421570048
6,6,7191835953421570048
2,3,7191835953421570048
1,5,7191836010040479744
4,4,7191836010040479744
5,6,7191836010040479744
6,4,7191836010040479744
3,4,7191836010040479744
2,5,7191836010040479744
5,11,7191836068295168000
6,6,7191836068295168000
1,4,7191836068295168000
3,8,7191836068295168000
4,1,7191836068295168000
3,8,7191836123844530176
5,9,7191836123844530176
6,5,7191836123844530176
4,3,7191836123844530176
1,3,7191836123844530176
2,1,7191836123844530176
3,8,7191836177376432128
5,6,7191836177376432128
1,4,7191836177376432128
6,3,7191836177376432128
2,1,7191836177376432128
4,2,7191836177376432128
3,8,7191836233370390528
1,5,7191836233370390528
4,1,7191836233370390528
5,5,7191836233370390528
6,3,7191836233370390528
2,2,7191836233370390528
3,9,7191836292577185792
4,4,7191836292577185792
6,3,7191836292577185792
2,3,7191836292577185792
5,3,7191836292577185792
1,1,7191836292577185792
3,7,7191836350466969600
4,2,7191836350466969600
5,8,7191836350466969600
2,3,7191836350466969600
1,4,7191836350466969600
6,5,7191836350466969600
5,9,7191836407828271104
3,9,7191836407828271104
6,5,7191836407828271104
2,1,7191836407828271104
1,2,7191836407828271104
4,2,7191836407828271104
3,6,7191836463935475712
4,3,7191836463935475712
5,6,7191836463935475712
6,3,7191836463935475712
2,2,7191836463935475712
1,3,7191836463935475712
3,9,7191836521170948096
5,9,7191836521170948096
1,4,7191836521170948096
4,3,7191836521170948096
6,5,7191836521170948096
2,2,7191836521170948096
3,8,7191836578146373632
5,8,7191836578146373632
2,4,7191836578146373632
6,2,7191836578146373632
4,2,7191836578146373632
3,9,7191836633783816192
6,4,7191836633783816192
2,3,7191836633783816192
5,9,7191836633783816192
1,3,7191836633783816192
4,3,7191836633783816192
4,1,7191836689874243584
5,7,7191836689874243584
2,4,7191836689874243584
6,7,7191836689874243584
3,8,7191836689874243584
1,2,7191836689874243584
3,9,7191836746610593792
4,2,7191836746610593792
5,7,7191836746610593792
6,3,7191836746610593792
2,2,7191836746610593792
1,3,7191836746610593792
3,7,7191836802889764864
1,5,7191836802889764864
4,3,7191836802889764864
5,7,7191836802889764864
6,4,7191836802889764864
2,4,7191836802889764864
5,8,7191836859416399872
4,3,7191836859416399872
3,6,7191836859416399872
6,4,7191836859416399872
2,5,7191836859416399872
3,8,7191836916261801984
1,5,7191836916261801984
5,8,7191836916261801984
6,4,7191836916261801984
2,4,7191836916261801984
4,2,7191836916261801984
5,10,7191836981038632960
6,6,7191836981038632960
1,1,7191836981038632960
3,12,7191836981038632960
4,1,7191836981038632960
2,3,7191836981038632960
1,6,7191837037439438848
3,10,7191837037439438848
5,9,7191837037439438848
6,5,7191837037439438848
2,7,7191837037439438848
4,1,7191837037439438848
3,5,7191837100010065920
5,10,7191837100010065920
6,3,7191837100010065920
1,4,7191837100010065920
2,3,7191837100010065920
4,1,7191837100010065920
1,4,7191837161897021440
3,11,7191837161897021440
5,9,7191837161897021440
2,2,7191837161897021440
6,6,7191837161897021440
4,3,7191837161897021440
5,11,7191837221779099648
3,9,7191837221779099648
4,2,7191837221779099648
6,6,7191837221779099648
2,2,7191837221779099648
1,6,7191837221779099648
1,3,7191837282609090560
3,11,7191837282609090560
5,8,7191837282609090560
6,5,7191837282609090560
2,3,7191837282609090560
4,2,7191837282609090560
4,3,7191837343745265664
5,9,7191837343745265664
3,10,7191837343745265664
6,4,7191837343745265664
2,4,7191837343745265664
1,3,7191837343745265664
1,4,7191837404541702144
5,11,7191837404541702144
3,10,7191837404541702144
4,4,7191837404541702144
6,4,7191837404541702144
2,4,7191837404541702144
1,5,7191837466843893760
3,10,7191837466843893760
5,10,7191837466843893760
6,5,7191837466843893760
2,5,7191837466843893760
4,4,7191837466843893760
3,8,7191837530781863936
5,9,7191837530781863936
2,3,7191837530781863936
1,4,7191837530781863936
4,2,7191837530781863936
6,5,7191837530781863936
3,9,7191837586641604608
2,5,7191837586641604608
4,2,7191837586641604608
6,5,7191837586641604608
5,6,7191837586641604608
1,2,7191837586641604608
5,8,7191837645680627712
6,6,7191837645680627712
2,4,7191837645680627712
1,4,7191837645680627712
3,6,7191837645680627712
4,2,7191837645680627712
6,5,7191837704849674240
1,5,7191837704849674240
3,9,7191837704849674240
5,8,7191837704849674240
4,3,7191837704849674240
2,3,7191837704849674240
1,5,7191837766740824064
5,9,7191837766740824064
2,4,7191837766740824064
6,7,7191837766740824064
3,10,7191837766740824064
4,1,7191837766740824064
3,10,7191837826027311104
5,7,7191837826027311104
6,5,7191837826027311104
1,3,7191837826027311104
4,2,7191837826027311104
2,2,7191837826027311104
3,9,7191837886618226688
2,2,7191837886618226688
1,3,7191837886618226688
5,8,7191837886618226688
4,3,7191837886618226688
6,1,7191837886618226688
4,3,7191837948836532224
5,10,7191837948836532224
2,3,7191837948836532224
1,5,7191837948836532224
3,9,7191837948836532224
6,6,7191837948836532224
1,4,7191838011415547904
3,8,7191838011415547904
4,4,7191838011415547904
5,12,7191838011415547904
6,6,7191838011415547904
2,4,7191838011415547904
5,7,7191838070790115328
6,6,7191838070790115328
2,4,7191838070790115328
3,8,7191838070790115328
1,2,7191838070790115328
4,2,7191838070790115328
3,11,7191838130114351104
6,5,7191838130114351104
2,6,7191838130114351104
4,3,7191838130114351104
5,8,7191838130114351104
1,2,7191838130114351104
1,3,7191838186313830400
5,9,7191838186313830400
6,6,7191838186313830400
2,3,7191838186313830400
4,6,7191838186313830400
3,7,7191838186313830400
1,3,7191838246162354176
3,10,7191838246162354176
4,6,7191838246162354176
6,5,7191838246162354176
2,9,7191838246162354176
5,10,7191838246162354176
5,6,7191838305310429184
2,7,7191838305310429184
3,10,7191838305310429184
6,5,7191838305310429184
4,4,7191838305310429184
1,4,7191838305310429184
1,6,7191838365322530816
6,6,7191838365322530816
2,3,7191838365322530816
3,7,7191838365322530816
5,4,7191838365322530816
4,1,7191838365322530816
4,3,7191838424499965952
3,9,7191838424499965952
5,11,7191838424499965952
1,6,7191838424499965952
6,6,7191838424499965952
2,4,7191838424499965952
1,3,7191838485665501184
3,12,7191838485665501184
6,6,7191838485665501184
5,8,7191838485665501184
2,2,7191838485665501184
4,1,7191838485665501184
1,2,7191838543026802688
3,9,7191838543026802688
5,8,7191838543026802688
2,1,7191838543026802688
6,7,7191838543026802688
4,1,7191838543026802688
3,8,7191838598471307264
5,9,7191838598471307264
6,4,7191838598471307264
2,5,7191838598471307264
4,4,7191838598471307264
1,4,7191838598471307264
6,5,7191838659649425408
3,6,7191838659649425408
5,6,7191838659649425408
1,2,7191838659649425408
2,2,7191838659649425408
4,1,7191838659649425408
